,LOCALITY,COUNTRY,CONTINENT,CHARACTER,EPLINE,EPISODE,LINE,CONTEXT,COMMENT,Locality_Count,Country_Count,Continent_Count,EpLocalCount,EpCountryCount,EpContCount,CharLocCount,CharCountryCount,CharContCount,LATITUDE,LONGITUDE
530,Mourne Mountains,Ireland,Europe,Simon Dedalus,11.0219,11,219,"By Jove, he mused, I often watnted to see the Mourne mountains.",,2,556,1330,1,13,34,1,3,5,54.16667,-6.08333
540,Madrid,Spain,Europe,Leopold Bloom,11.0733,11,733,Spanish eyes. Under a peartree alone patio this hour in old Madrid one side in s,,4,76,1330,1,11,34,1,23,179,40.4,-3.68333
551,Persia,Turkish Empire,Asia,Leopold Bloom,11.105,11,1050,Tuning up. Shah of Persia liked that best.,,2,109,186,2,4,4,2,31,48,32,53
557,Geneva barrack,Ireland,Europe,Leopold Bloom,11.1131,11,1131,At Geneva barrack that young man died. At Passage was his body laid.,,1,556,1330,1,13,34,1,71,179,52.21667,-6.98333
558,Passage,Ireland,Europe,Leopold Bloom,11.1131,11,1131,At Geneva barrack that young man died. At Passage was his body laid.,,1,556,1330,1,13,34,1,71,179,52.23333,-6.96667
565,Down,Ireland,Europe,Unnamed Narrator,12.0016,12,16,&said he had a farm in the county Down off a hop of my thumb by the name of Mose,,4,556,1330,1,152,254,1,18,22,54.36,-5.94
568,Eblana,Ireland,Europe,Parody Section,12.0083,12,83,"And heroes voyage from afar to woo them, from Eblana to Silevemargy...",,3,556,1330,2,152,254,2,82,111,53.34778,-6.25972
569,Slievemargy,Ireland,Europe,Parody Section,12.0083,12,83,"And heroes voyage from afar to woo them, from Eblana to Silevemargy...",,1,556,1330,1,152,254,1,82,111,52.8306,-6.9317
571,Munster,Ireland,Europe,Parody Section,12.0084,12,84,...the peerless princes of unfettered Munster and of Connacht the just and of sm,,2,556,1330,1,152,254,1,82,111,52.25,-9
572,Armagh,Ireland,Europe,Parody Section,12.0085,12,85,...Leinster and of Cruanchan_x0019_s land and of Armagh the splendid and of the ,,5,556,1330,1,152,254,1,82,111,54.3499,-6.6546
573,Cruahan,Ireland,Europe,Parody Section,12.0085,12,85,...unfettered Munster and of Connacht the just and of smooth sleek Leinster and,,1,556,1330,1,152,254,1,82,111,53.802,-8.304
574,Leinster,Ireland,Europe,Parody Section,12.0085,12,85,...unfettered Munster and of Connacht the just and of smooth sleek Leinster and,,1,556,1330,1,152,254,1,82,111,53.34778,-6.25972
575,Boyle,Ireland,Europe,Parody Section,12.0086,12,86,...Leinster and of Cruanchan_x0019_s land and of Armagh the splendid and of the ,,1,556,1330,1,152,254,1,82,111,53.973,-8.301
576,Savoy,France,Europe,Parody Section,12.0094,12,94,"Rangoon beans, strikes of tomatoes, drums of figs, drills of Swedes, Spherical p",,1,92,1330,1,9,254,1,1,111,45.5833,6.3333
578,Carrickmines,Ireland,Europe,Parody Section,12.0111,12,111,...heavyhooved kine from pasturelands of Lusk and Rush and Carrickmines and from,,1,556,1330,1,152,254,1,82,111,53.25,-6.16667
579,Lusk,Ireland,Europe,Parody Section,12.0111,12,111,...heavyhooved kine from pasturelands of Lusk and Rush and Carrickmines and from,,1,556,1330,1,152,254,1,82,111,53.526,-6.167
580,Rush,Ireland,Europe,Parody Section,12.0111,12,111,...heavyhooved kine from pasturelands of Lusk and Rush and Carrickmines and from,,1,556,1330,1,152,254,1,82,111,53.522,-6.089
581,Thomond,Ireland,Europe,Parody Section,12.0111,12,111,...heavyhooved kine from pasturelands of Lusk and Rush and Carrickmines and from,,2,556,1330,2,152,254,1,82,111,52.83,-8.655
582,M_x0019_Gillicuddy_x0019_s Reeks,Ireland,Europe,Parody Section,12.0112,12,112,...heavyhooved kine from pasturelands of Lusk and Rush and Carrickmines and from,,1,556,1330,1,152,254,1,82,111,52.01,-9.7
583,Shannon,Ireland,Europe,Parody Section,12.0112,12,112,...heavyhooved kine from pasturelands of Lusk and Rush and Carrickmines and from,,2,556,1330,2,152,254,1,82,111,52.71373,-8.86863
584,Kerry,Ireland,Europe,Parody Section,12.0114,12,114,"...streamy vales of Thomond, from M_x0019_Gillicuddy_x0019_s reeks the inaccessi","Kiar was an illegitimate son of Queen Maeve of Connact. ""Kiar's race"" became the",4,556,1330,3,152,254,2,82,111,52.16667,-9.75
588,Galway,Ireland,Europe,Parody Section,12.0185,12,185,"the Last of the Mohicans, the Rose of Castile, the Man for Galway, The Man that",,8,556,1330,5,152,254,1,82,111,53.27194,-9.04889
589,Mohicans,USA,North America,Parody Section,12.0185,12,185,"the Last of the Mohicans, the Rose of Castile, the Man for Galway, The Man that",,1,39,51,1,6,9,1,2,3,42.2875,-73.32083
590,Monte Carlo,Monaco,Europe,Parody Section,12.0186,12,186,"the Last of the Mohicans, the Rose of Castile, the Man for Galway, The Man that",,2,2,1330,1,1,254,1,1,111,43.73972,7.42722
598,Barnfield Crescent,England,Europe,The Citizen,12.0225,12,225,"Gordon, Barnfield Crescent, Exeter; Redmayne of Iffley, Saint Anne_x0019_s on Se",,1,210,1330,1,28,254,1,18,93,50.71667,-3.53333
599,Exeter,England,Europe,The Citizen,12.0225,12,225,"Gordon, Barnfield Crescent, Exeter; Redmayne of Iffley, Saint Anne_x0019_s on Se",,1,210,1330,1,28,254,1,18,93,50.71667,-3.53333
600,Iffley,England,Europe,The Citizen,12.0225,12,225,"Gordon, Barnfield Crescent, Exeter; Redmayne of Iffley, Saint Anne_x0019_s on Se",,1,210,1330,1,28,254,1,18,93,51.731,-1.227
601,Saint Anne_x0019_s on Sea,England,Europe,The Citizen,12.0225,12,225,"Gordon, Barnfield Crescent, Exeter; Redmayne of Iffley, Saint Anne_x0019_s on Se",,1,210,1330,1,28,254,1,18,93,53.7426,-2.997
602,Stockwell,England,Europe,The Citizen,12.0228,12,228,"...the late George Alfred Gillett 179 Clapham Road, Stockwell, Playwood and Rids",,1,210,1330,1,28,254,1,18,93,51.4633,-0.1204
603,"Saint Jude_x0019_s, Kensington",England,Europe,The Citizen,12.0229,12,229,"...the late George Alfred Gillett 179 Clapham Road, Stockwell, Playwood and Rids",,1,210,1330,1,28,254,1,18,93,51.5004,-0.1909
605,Chepstow,England,Europe,The Citizen,12.0232,12,232,"Cockburn at the Moat house, Chepstow...",,1,210,1330,1,28,254,1,18,93,51.642,-2.675
608,Brunswick,Germany,Europe,Parody Section,12.0293,12,293,"...scion of the house of Brunswick, Victoria her name...",,1,33,1330,1,8,254,1,1,111,52.26667,10.51667
615,Pentonville prison,England,Europe,Joe Hynes,12.0422,12,422,...private Arthur Chace for fowl murder of Jessie Tilsit in Pentonville prison a,,1,210,1330,1,28,254,1,3,11,51.545,-0.11583
621,Clonturk,Ireland,Europe,Parody Section,12.0646,12,646,forget her hero hoy who went to his death with a song on his lips as if he were,,1,556,1330,1,152,254,1,82,111,53.36843,-6.2514
627,Ballyhooly,Ireland,Europe,Unnamed Narrator,12.0689,12,689,...song and dance about she could get up on a truss of hay she could my Maureen,,1,556,1330,1,152,254,1,18,22,52.15,-8.4
640,Multifarnham. Nat.,Ireland,Europe,Parody Section,12.086,12,860,Mr Cowe Conacre (Multifarnham. Nat.),,1,556,1330,1,152,254,1,82,111,53.6354,-7.7391
641,Tamoshant,Scotland,Europe,Parody Section,12.0865,12,865,Mr Allfours (Tamoshant. Con.),,1,27,1330,1,4,254,1,4,111,57,-5
642,Montenotte. Nat.,Ireland,Europe,Parody Section,12.0869,12,869,Mr Orelli O_x0019_Reilly (Montenotte. Nat.),,1,556,1330,1,152,254,1,82,111,51.90583,-8.44306
644,Mitchelstown,Ireland,Europe,Parody Section,12.0874,12,874,Has the right honourable gentleman_x0019_s famous Mitchelstown telegram inspired,,1,556,1330,1,152,254,1,82,111,52.26564,-8.26996
645,Buncombe,USA,North America,Parody Section,12.0877,12,877,Mr Staylewit (Buncombe. Ind.): Don_x0019_t hesitate to shoot.,,1,39,51,1,6,9,1,2,3,35.61,-82.53
653,Queensberry,England,Europe,Alf Bergan,12.0958,12,958,"Queensberry rules and all, made him puke when he never ate.",,1,210,1330,1,28,254,1,1,1,53.76833,-1.84528
657,"Calpe_x0019_s rocky mount, Gibraltar",Britain,Europe,Parody Section,12.1003,12,1003,"Pride of Calpe_x0019_s rocky mount, the ravenhaired daughter of Tweedy.",,1,85,1330,1,16,254,1,8,111,36.12583,-5.34306
658,"Alameda Gardens, Gibraltar",Britain,Europe,Parody Section,12.1005,12,1005,The gardens of Alameda knew her step: the garths of olives knew and bowed.,,5,85,1330,1,16,254,1,8,111,36.1313,-5.3511
666,Chicago,USA,North America,Unnamed Narrator,12.117,12,1170,"Norman W. Tupper, wealthy Chicago contractor, finds pretty but faithless wife in",,1,39,51,1,6,9,1,3,4,41.88194,-87.62778
677,Antrim,Ireland,Europe,The Citizen,12.1244,12,1244,"...our flax and our damask from the looms of Antrim and our Limerick lace, our t",,1,556,1330,1,152,254,1,45,93,54.9,-5.9
678,Limerick,Ireland,Europe,The Citizen,12.1244,12,1244,"...our flax and our damask from the looms of Antrim and our Limerick lace, our t",,3,556,1330,2,152,254,1,45,93,52.6653,-8.6238
680,Foxford,Ireland,Europe,The Citizen,12.1246,12,1246,...Ballybough and our Huguenot poplin that we have since Jacquard de Lyon and ou,,1,556,1330,1,152,254,1,45,93,53.981,-9.114
684,Connemara,Ireland,Europe,The Citizen,12.1252,12,1252,"Read Tacitus and Ptolemy, even Giraldus Cambrensis, Wine, peltries, Connemara ma",,5,556,1330,1,152,254,1,45,93,53.5,-9.75
685,Tipperary,Ireland,Europe,The Citizen,12.1252,12,1252,"Read Tacitus and Ptolemy, even Giraldus Cambrensis, Wine, peltries, Connemara ma",,2,556,1330,1,152,254,1,45,93,52.474,-8.162
689,Barrow,Ireland,Europe,The Citizen,12.1256,12,1256,And the beds of the Barrow and Shannon they won_x0019_t deepen with millions of ,,1,556,1330,1,152,254,1,45,93,52.23333,-6.96667
691,Heligoland,Germany,Europe,The Citizen,12.1258,12,1258,"As treeless as Portugal we_x0019_ll be soon, as Jonn Wyse, or Hilegoland with it","A pair of rocky, German islands in the North Sea.",1,33,1330,1,8,254,1,5,93,54.1825,7.88528
694,Kildare,Ireland,Europe,The Citizen,12.1263,12,1263,"Save them, says the citizen, the giant ash of Galway and the chieftain elm of Ki",,2,556,1330,1,152,254,1,45,93,53.15772,-6.91128
706,Blacksod Bay,Ireland,Europe,The Citizen,12.1302,12,1302,"Our harbors that are empty will be full again, Queenstown, Kinsale, Galway, Blac",,1,556,1330,1,152,254,1,45,93,54.08333,-10.01667
708,Kinsale,Ireland,Europe,The Citizen,12.1302,12,1302,"Our harbors that are empty will be full again, Queenstown, Kinsale, Galway, Blac",,2,556,1330,2,152,254,1,45,93,51.7075,-8.53056
709,Queenstown,Ireland,Europe,The Citizen,12.1302,12,1302,"Our harbors that are empty will be full again, Queenstown, Kinsale, Galway, Blac",Queenstown is now known as Cobh.,3,556,1330,1,152,254,1,45,93,51.851,-8.2967
710,Ventry,Ireland,Europe,The Citizen,12.1302,12,1302,"Our harbors that are empty will be full again, Queenstown, Kinsale, Galway, Blac",,1,556,1330,1,152,254,1,45,93,52.13338,-10.36646
712,Killybegs,Ireland,Europe,The Citizen,12.1303,12,1303,"Our harbors that are empty will be full again, Queenstown, Kinsale, Galway, Blac",,1,556,1330,1,152,254,1,45,93,54.6361,-8.4444
714,Desmond,Ireland,Europe,The Citizen,12.1305,12,1305,"Our harbors that are empty will be full again, Queenstown, Kinsale, Galway, Blac",,2,556,1330,2,152,254,2,45,93,52.7,-7
719,Shanagolden,Ireland,Europe,Unnamed Narrator,12.1314,12,1314,As much as his bloody life is worth to go down and address his tall talk to the,,1,556,1330,1,152,254,1,18,22,52.573,-9.1
720,"Omaha, GA",USA,North America,Unnamed Narrator,12.1324,12,1324,And another one: Black Beast Burned in Omaha. Ga.,"This actually occurred in Omaha, Nebraska, not Omaha, Georgia.",1,39,51,1,6,9,1,3,4,32.14639,-85.01333
721,Portsmouth,England,Europe,The Citizen,12.1332,12,1332,...that_x0019_s going on in the papers about flogging on the training ships at P,,1,210,1330,1,28,254,1,18,93,50.81667,-1.08333
731,Rio de Janeiro,Brasil,South America,The Citizen,12.1371,12,1371,But the Sassenach tried to starve the nation at home while the land was full of,,1,1,9,1,1,2,1,1,1,-22.90833,-43.19639
733,Kathleen ni Houlihan,Ireland,Europe,The Citizen,12.1375,12,1375,"And they will come again and with a vengeance, no cravens, the sons of Granuaile",Kathleen ni Houlihan is an early feminine embodiement of Ireland.,1,556,1330,1,152,254,1,45,93,53,-8
734,Killala,Ireland,Europe,Ned Lambert,12.1378,12,1378,Since the poor old woman told us that the french were on the sea and landed at K,,1,556,1330,1,152,254,1,5,7,54.2,-9.2166
739,Camus,Ireland,Europe,John Wyse Nolan,12.1382,12,1382,"And Sarsfield and O_x0019_Donnell, the duke of Tetuan in Spain, and Ulysses Brow",,1,556,1330,1,152,254,1,4,8,53.373,-9.55888
740,Fontenoy,Belgium,Europe,John Wyse Nolan,12.1382,12,1382,"Fontenoy, eh?",,1,7,1330,1,3,254,1,1,8,50.5694,3.475
747,Hanoverians,Germany,Europe,Joe Hynes,12.139,12,1390,"And as for the Prooshians and the hanoverians, says Joe...",The House of Hanover is a German royal dynasty.,1,33,1330,1,8,254,1,2,11,52.36667,9.71667
750,Rhine,Switzerland,Europe,Joe Hynes,12.1397,12,1397,...songs about Ehren on the Rhine and come where the boose is cheaper.,,1,5,1330,1,1,254,1,1,11,51.98167,4.08056
755,Red bank,Ireland,Europe,Unnamed Narrator,12.1433,12,1433,...he spat a Red bank oyster our of him right in the corner.,,1,556,1330,1,152,254,1,18,22,52.83333,-9
759,Carrantuohill,Ireland,Europe,Parody Section,12.1446,12,1446,"...his evangelical symbol a bogoak sceptre, a North American puma (a far nobler",,1,556,1330,1,152,254,1,82,111,51.99945,-9.74274
761,Glendalough,Ireland,Europe,Parody Section,12.1451,12,1451,"Glendalough, the lovely lakes of Killarney, the ruins of Clonmacnois, Cong Abbey",,1,556,1330,1,152,254,1,82,111,53.01028,-6.3275
763,Clonmacnois,Ireland,Europe,Parody Section,12.1452,12,1452,"Glendalough, the lovely lakes of Killarney, the ruins of Clonmacnois, Cong Abbey",,1,556,1330,1,152,254,1,82,111,53.32389,-7.99111
764,Cong Abbey,Ireland,Europe,Parody Section,12.1452,12,1452,"Glendalough, the lovely lakes of Killarney, the ruins of Clonmacnois, Cong Abbey",,1,556,1330,1,152,254,1,82,111,53.5395,-9.2873
765,Glen Inagh,Ireland,Europe,Parody Section,12.1452,12,1452,"Glendalough, the lovely lakes of Killarney, the ruins of Clonmacnois, Cong Abbey",,1,556,1330,1,152,254,1,82,111,53.484,-9.8
766,Ireland_x0019_s Eye,Ireland,Europe,Parody Section,12.1452,12,1452,"Glendalough, the lovely lakes of Killarney, the ruins of Clonmacnois, Cong Abbey",,1,556,1330,1,152,254,1,82,111,53.40528,-6.06361
767,Twelve Pins,Ireland,Europe,Parody Section,12.1452,12,1452,"Glendalough, the lovely lakes of Killarney, the ruins of Clonmacnois, Cong Abbey",,1,556,1330,1,152,254,1,82,111,53.5,-9.81
768,Croagh Patrick,Ireland,Europe,Parody Section,12.1453,12,1453,"Glendalough, the lovely lakes of Killarney, the ruins of Clonmacnois, Cong Abbey",,1,556,1330,1,152,254,1,82,111,53.7595,-9.6584
769,Green Hills of Tallaght,Ireland,Europe,Parody Section,12.1453,12,1453,"Glendalough, the lovely lakes of Killarney, the ruins of Clonmacnois, Cong Abbey",,1,556,1330,1,152,254,1,82,111,53.3068,-6.3282
770,Lough Neagh_x0019_s banks,Ireland,Europe,Parody Section,12.1454,12,1454,"Glendalough, the lovely lakes of Killarney, the ruins of Clonmacnois, Cong Abbey",,1,556,1330,1,152,254,1,82,111,54.61833,-6.39528
771,the vale of Ovoca,Ireland,Europe,Parody Section,12.1454,12,1454,"Glendalough, the lovely lakes of Killarney, the ruins of Clonmacnois, Cong Abbey",,1,556,1330,1,152,254,1,82,111,52.883,-6.234
772,Cape clear,Ireland,Europe,Parody Section,12.1455,12,1455,"Glendalough, the lovely lakes of Killarney, the ruins of Clonmacnois, Cong Abbey",,1,556,1330,1,152,254,1,82,111,51.43333,-9.5
773,Mapas oblisk,Ireland,Europe,Parody Section,12.1455,12,1455,"Glendalough, the lovely lakes of Killarney, the ruins of Clonmacnois, Cong Abbey",,1,556,1330,1,152,254,1,82,111,53.26667,-6.11667
774,Lynch_x0019_s castle,Ireland,Europe,Parody Section,12.1456,12,1456,"Glendalough, the lovely lakes of Killarney, the ruins of Clonmacnois, Cong Abbey",,1,556,1330,1,152,254,1,82,111,53.27194,-9.04889
775,The glen of Aherlow,Ireland,Europe,Parody Section,12.1456,12,1456,"Glendalough, the lovely lakes of Killarney, the ruins of Clonmacnois, Cong Abbey",,1,556,1330,1,152,254,1,82,111,52.419,-8.193
777,Monasterboice,Ireland,Europe,Parody Section,12.1458,12,1458,"Glendalough, the lovely lakes of Killarney, the ruins of Clonmacnois, Cong Abbey",,1,556,1330,1,152,254,1,82,111,53.77765,-6.41734
778,S. Patrick_x0019_s Purgatory,Ireland,Europe,Parody Section,12.1458,12,1458,"Glendalough, the lovely lakes of Killarney, the ruins of Clonmacnois, Cong Abbey",,1,556,1330,1,152,254,1,82,111,54.60897,-7.87125
779,Maynooth college refractory,Ireland,Europe,Parody Section,12.1459,12,1459,"Glendalough, the lovely lakes of Killarney, the ruins of Clonmacnois, Cong Abbey",,1,556,1330,1,152,254,1,82,111,53.38157,-6.59098
780,Salmon Leap,Ireland,Europe,Parody Section,12.1459,12,1459,"Glendalough, the lovely lakes of Killarney, the ruins of Clonmacnois, Cong Abbey",,2,556,1330,1,152,254,1,82,111,53.36427,-6.48807
781,the rock of Cashel,Ireland,Europe,Parody Section,12.146,12,1460,"Glendalough, the lovely lakes of Killarney, the ruins of Clonmacnois, Cong Abbey",,1,556,1330,1,152,254,1,82,111,52.52,-7.89
782,Allen,Ireland,Europe,Parody Section,12.1461,12,1461,"Glendalough, the lovely lakes of Killarney, the ruins of Clonmacnois, Cong Abbey",,1,556,1330,1,152,254,1,82,111,53.28,-6.96
783,Fingal_x0019_s Cave,Scotland,Europe,Parody Section,12.1461,12,1461,"Glendalough, the lovely lakes of Killarney, the ruins of Clonmacnois, Cong Abbey",,1,27,1330,1,4,254,1,4,111,56.43389,-6.33611
789,Manchester,England,Europe,The Citizen,12.1514,12,1514,A delegation of the chief cotton magnates of Manchester was presented yesterday,,1,210,1330,1,28,254,1,18,93,53.46667,-2.23333
790,Abeakuta,Nigeria,Africa,The Citizen,12.1515,12,1515,A delegation of the chief cotton magnates of Manchester was presented yesterday,,3,3,83,3,3,8,3,3,4,7.16083,3.34833
796,Cottonopolis,England,Europe,The Citizen,12.153,12,1530,...after which he visited the chief factory of Cottonopolis and signed his mark,,1,210,1330,1,28,254,1,18,93,53.4793,-2.2448
801,Gort,Ireland,Europe,Unnamed Narrator,12.1561,12,1561,Goodbye Ireland I'm going to Gort.,,1,556,1330,1,152,254,1,18,22,53.066,-8.8118
813,Ballykinlar,Ireland,Europe,The Citizen,12.1671,12,1671,"Saint Patrick would want to land again at Ballykinlar and convert us, says the c",,1,556,1330,1,152,254,1,45,93,54.25,-5.8
814,Avila,Spain,Europe,Parody Section,12.1684,12,1684,"...and by Teresa of Avila, calced and other...",,1,76,1330,1,7,254,1,2,111,40.65,-4.68333
815,Lima,Peru,South America,Parody Section,12.1708,12,1708,...and Brother Louis Bellicosus and the saints Rose of Lima and of Viterbo and S,,1,2,9,1,1,2,1,1,1,-12.04333,-77.02833
816,Viterbo,Italy,Europe,Parody Section,12.1708,12,1708,...and Brother Louis Bellicosus and the saints Rose of Lima and of Viterbo and S,,1,76,1330,1,4,254,1,2,111,42.41667,12.1
817,Bethany,Turkish Empire,Asia,Parody Section,12.1709,12,1709,...and Brother Louis Bellicosus and the saints Rose of Lima and of Viterbo and S,,1,109,186,1,7,10,1,2,4,31.77141,35.26132
827,Bray Head,Ireland,Europe,Parody Section,12.183,12,1830,Tarbarrels and bonfires were lighted along the coastline of the four seas on the,,1,556,1330,1,152,254,1,82,111,53.19053,-6.08417
829,Three Rock Mountain,Ireland,Europe,Parody Section,12.183,12,1830,Tarbarrels and bonfires were lighted along the coastline of the four seas on the,,1,556,1330,1,152,254,1,82,111,53.24528,-6.23917
830,Donegal,Ireland,Europe,Parody Section,12.1831,12,1831,Tarbarrels and bonfires were lighted along the coastline of the four seas on the,,2,556,1330,1,152,254,1,82,111,54.917,-8
832,Ox Peak,Ireland,Europe,Parody Section,12.1831,12,1831,Tarbarrels and bonfires were lighted along the coastline of the four seas on the,,1,556,1330,1,152,254,1,82,111,54.16667,-8.83333
833,The Galtees,Ireland,Europe,Parody Section,12.1831,12,1831,Tarbarrels and bonfires were lighted along the coastline of the four seas on the,,1,556,1330,1,152,254,1,82,111,52.36667,-8.15
834,Connemara Hills,Ireland,Europe,Parody Section,12.1832,12,1832,Tarbarrels and bonfires were lighted along the coastline of the four seas on the,,1,556,1330,1,152,254,1,82,111,53.5,-9.75
835,MGillicuddy s Reeks,Ireland,Europe,Parody Section,12.1832,12,1832,Tarbarrels and bonfires were lighted along the coastline of the four seas on the,,1,556,1330,1,152,254,1,82,111,52.01,-9.7
836,Sperrin Peak,Ireland,Europe,Parody Section,12.1832,12,1832,Tarbarrels and bonfires were lighted along the coastline of the four seas on the,,1,556,1330,1,152,254,1,82,111,54.81667,-7.03333
837,The Bograghs,Ireland,Europe,Parody Section,12.1832,12,1832,Tarbarrels and bonfires were lighted along the coastline of the four seas on the,,1,556,1330,1,152,254,1,82,111,52.4,-6.86
838,The Nagles,Ireland,Europe,Parody Section,12.1832,12,1832,Tarbarrels and bonfires were lighted along the coastline of the four seas on the,,1,556,1330,1,152,254,1,82,111,52.4,-6.8
839,Slieve Aughty,Ireland,Europe,Parody Section,12.1833,12,1833,Tarbarrels and bonfires were lighted along the coastline of the four seas on the,,1,556,1330,1,152,254,1,82,111,53.05,-8.51667
840,Slieve Bernagh,Ireland,Europe,Parody Section,12.1833,12,1833,Tarbarrels and bonfires were lighted along the coastline of the four seas on the,,1,556,1330,1,152,254,1,82,111,54.18509,-5.98949
841,Slieve Bloom,Ireland,Europe,Parody Section,12.1833,12,1833,Tarbarrels and bonfires were lighted along the coastline of the four seas on the,,1,556,1330,1,152,254,1,82,111,53.1,-7.56667
844,Longford,Ireland,Europe,Unnamed Narrator,12.1855,12,1855,"Gob, he near sent it into the county Longford.",,1,556,1330,1,152,254,1,18,22,53.66667,-7.75
845,Holeopen Bay,Ireland,Europe,Parody Section,12.1878,12,1878,...the latter embedded to the extent of one foot three inches in the sandy beach,,1,556,1330,1,152,254,1,82,111,51.61417,-8.55556
847,Cornwall,England,Europe,Parody Section,12.1891,12,1891,...assisted by the men and officers of the Duke of Cornwall's light infantry und,,2,210,1330,1,28,254,1,6,111,50.3,-4.9
858,Moorish Wall,Britain,Europe,Leopold Bloom,13.0889,13,889,"Molly, lieutenant Mulvey that kissed her under the Moorish wall beside the garde",,2,85,1330,1,4,21,1,16,179,36.13333,-5.35
868,"Buena Vista, Gibraltar",Britain,Europe,Leopold Bloom,13.1204,13,1204,Brings back her girlhood. Gibraltar. Looking from Buena Vista.,,1,85,1330,1,4,21,1,16,179,36.11799,-5.35
874,Holyhead,Wales,Europe,Leopold Bloom,13.1243,13,1243,...Holyhead by now. Must nail that ad of Keyes's. Work Hynes and&,,2,15,1330,1,1,21,1,1,179,53.309,-4.633
881,Anglessy,Wales,Europe,Nurse Callan,14.0102,14,102,...the nun answered him and said that he was died in Mona Island through bellycr,"Mona Island is an ancient name for Anglessy, Wales.",1,15,1330,1,1,50,1,1,1,53.28333,-4.33333
885,Alba Longa,Italy,Europe,Narrator 14,14.0191,14,191,"...and the franklin that hight Lenehan and one from Alba Longa, one Crotthers, a",,2,76,1330,2,5,50,2,2,17,41.74691,12.65026
886,Arbraccan,Ireland,Europe,Madden,14.0221,14,221,...he had made to Saint Ultan of Arbraccan her doodman husband would not let her,,1,556,1330,1,21,50,1,1,1,53.65373,-6.74835
896,Horeb,Egypt,Africa,Stephen Dedalus,14.0376,14,376,"Look forth now, my people, upon the land of behest, even from Horeb and from Neb",,1,37,83,1,6,8,1,9,13,28.53972,33.97333
897,Pisgah,Turkish Empire,Asia,Stephen Dedalus,14.0376,14,376,"Look forth now, my people, upon the land of behest, even from Horeb and from Neb",,1,109,186,1,13,29,1,10,14,31.76509,35.71908
898,Nebo,Turkish Empire,Asia,Stephen Dedalus,14.0376,14,376,"Look forth now, my people, upon the land of behest, even from Horeb and from Neb",,1,109,186,1,13,29,1,10,14,31.76667,35.725
899,Horns of Hatten,Turkish Empire,Asia,Stephen Dedalus,14.0376,14,376,"Look forth now, my people, upon the land of behest, even from Horeb and from Neb",,1,109,186,1,13,29,1,10,14,32.8,35.45944
907,Bordeaux,France,Europe,Costello,14.0553,14,553,...says Frank in the French language that had been indentured to a brandy shippe,,1,92,1330,1,4,50,1,1,2,44.84,-0.58
910,Muscovy,Russia,Asia,Stephen Dedalus,14.0577,14,577,"...Doctor Rinderpest, the bestquoted cowcatcher in all Muscovy...",,1,9,186,1,3,29,1,1,14,55.75,37.61667
918,Roscommon,Ireland,Europe,Dixon,14.0614,14,614,"And, says Mr Dixon, if ever he got scent of a cattleraider in Roscommon or the w",,1,556,1330,1,21,50,1,5,9,53.6333,-8.1833
920,Sligo,Ireland,Europe,Dixon,14.0615,14,615,"And, says Mr Dixon, if ever he got scent of a cattleraider in Roscommon or the w",,3,556,1330,1,21,50,1,5,9,54.2667,-8.4833
924,Lambay Island,Ireland,Europe,Narrator 14,14.066,14,660,"Mr Malachi Mulligan, Fertiliser and Incubator, Lambay Island.",,2,556,1330,2,21,50,1,6,17,53.491,-6.017
927,Newcastle,England,Europe,Dixon,14.0704,14,704,...asking with a finicking air did he purpose also to carry coals to Newcastle.,,2,210,1330,1,4,50,1,1,9,54.974,-1.6132
930,Cape Horn,Chile,South America,Buck Mulligan,14.0781,14,781,"...is my authority that in Cape Horn, ventre biche, they have a rain that will w",,2,3,9,1,1,1,1,1,1,-55.97972,-67.27167
931,Ephesus,Greece,Asia,Leopold Bloom,14.0886,14,886,The dressy young blade said it was her husband's that put her in that expectatio,,1,45,186,1,2,29,1,6,48,37.94111,27.34194
933,Gilead,Jordan,Asia,Narrator 14,14.0931,14,931,If he must dispense his balm of Gilead in nostrums and apothegms of dubious tast,,1,1,186,1,1,29,1,1,17,31.56,35.65
948,Corinth,Greece,Europe,Vincent Lynch,14.1148,14,1148,In the sunny patches one might easily have cooked on a stone a batch of those bu,,1,45,1330,1,2,50,1,1,3,37.93333,22.93333
950,Mull of Galloway,Scotland,Europe,Narrator 14,14.1205,14,1205,"Crotthers was there at the foot of the table in his striking Highland garb, his",,1,27,1330,1,5,50,1,5,17,54.63508,-4.85634
953,Candahar,Afghanistan,Asia,Narrator 14,14.1332,14,1332,"...darling little Bobsy (called after our famous hero of the South African war,",,1,1,186,1,1,29,1,1,17,31.61667,65.71667
955,Bethlehem,Turkish Empire,Asia,Narrator 14,14.1383,14,1383,...the vigilant watch of shepherds and of angels about a crib in Bethlehem of Ju,,1,109,186,1,13,29,1,9,17,31.70306,35.19556
967,Vladivostok,Russia,Asia,Chaos,14.1585,14,1585,"Alexander J. Christ Dowie, that's yanked to glory most half this planet from Fri",,1,9,186,1,3,29,1,2,3,43.13333,131.9
968,San Francisco,USA,North America,Chaos,14.1585,14,1585,"Alexander J. Christ Dowie, that's yanked to glory most half this planet from Fri",,1,39,51,1,3,3,1,1,1,37.78333,-122.41667
970,Cavan,Ireland,Europe,The Virago,15.0053,15,53,"Signs on you, hairy arse. More power the Cavan girl.",,2,556,1330,2,85,183,1,1,1,53.991,-7.3601
